MonitoringLocationName,MonitoringLocationID,MonitoringLocationLatitude,MonitoringLocationLongitude,ActivityStartDate,CharacteristicName,ResultValue,ResultUnit
Lake Superior,95,48.218,-87.017,2024-06-15,Chloride,1.54,mg/L
Lake Superior,95,48.218,-87.017,2024-06-15,Total suspended solids,0.4,mg/L
Lake Superior,95,48.218,-87.017,2024-09-15,pH,7.9,None
Lake Superior,95,48.218,-87.017,2024-09-15,Dissolved oxygen (DO),10,mg/L
Lake Superior,95,48.218,-87.017,2024-09-15,Total suspended solids,0.4,mg/L
Lake Superior,95,48.218,-87.017,2024-09-15,Chloride,1.56,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Dissolved oxygen (DO),11.9,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Chloride,23.1,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,pH,8.17,None
Lake Ontario,63,43.732,-77.017,2022-04-23,pH,8.16,None
Lake Ontario,63,43.732,-77.017,2022-04-23,Dissolved oxygen (DO),11.93,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Total suspended solids,0.2,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Chloride,23.2,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Dissolved oxygen (DO),11.54,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Chloride,23.1,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,pH,8.23,None
Lake Ontario,63,43.732,-77.017,2022-04-23,Chloride,23.1,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Dissolved oxygen (DO),12,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,Dissolved oxygen (DO),11.56,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,pH,8.24,None
Lake Ontario,63,43.732,-77.017,2022-04-23,Chloride,23.1,mg/L
Lake Ontario,63,43.732,-77.017,2022-04-23,pH,8.16,None
Lake Ontario,63,43.732,-77.017,2023-04-17,Chloride,22.9,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,pH,8.21,None
Lake Ontario,63,43.732,-77.017,2023-04-17,pH,8.21,None
Lake Ontario,63,43.732,-77.017,2023-04-17,Dissolved oxygen (DO),11.76,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,Chloride,22.9,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,Chloride,23,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,pH,8.19,None
Lake Ontario,63,43.732,-77.017,2023-04-17,Total suspended solids,0.3,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,Dissolved oxygen (DO),11.5,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,Chloride,22.9,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,pH,8.21,None
Lake Ontario,63,43.732,-77.017,2023-04-17,Dissolved oxygen (DO),11.48,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,Dissolved oxygen (DO),11.48,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,Chloride,23,mg/L
Lake Ontario,63,43.732,-77.017,2023-04-17,pH,8.21,None
Lake Ontario,63,43.732,-77.017,2023-04-17,Dissolved oxygen (DO),11.69,mg/L
Lake Superior,12,47.037,-85.103,2024-06-08,Dissolved oxygen (DO),10.76,mg/L
Lake Superior,12,47.037,-85.103,2024-09-13,Dissolved oxygen (DO),9.46,mg/L
Lake Superior,12,47.037,-85.103,2024-06-08,Total suspended solids,0.6,mg/L
Lake Superior,12,47.037,-85.103,2024-09-13,pH,8.01,None
Lake Superior,12,47.037,-85.103,2024-06-08,pH,8.27,None
Lake Superior,12,47.037,-85.103,2024-09-13,Chloride,1.58,mg/L
Lake Superior,12,47.037,-85.103,2024-09-13,Total suspended solids,0.4,mg/L
Lake Superior,12,47.037,-85.103,2024-06-08,Chloride,1.57,mg/L
Lake Ontario,57,43.275,-77.592,2022-08-11,Chloride,22.8,mg/L
Lake Ontario,57,43.275,-77.592,2022-08-11,pH,8.58,None
Lake Ontario,57,43.275,-77.592,2022-08-11,Dissolved oxygen (DO),8.57,mg/L
Lake Ontario,57,43.275,-77.592,2022-08-11,pH,8.57,None
Lake Ontario,57,43.275,-77.592,2022-04-24,pH,8.24,None
Lake Ontario,57,43.275,-77.592,2022-08-11,Dissolved oxygen (DO),8.58,mg/L
Lake Ontario,57,43.275,-77.592,2022-08-11,Chloride,23.1,mg/L
Lake Ontario,57,43.275,-77.592,2022-04-24,Dissolved oxygen (DO),11.42,mg/L
Lake Ontario,57,43.275,-77.592,2022-04-24,Chloride,21.9,mg/L
Lake Ontario,57,43.275,-77.592,2022-08-11,Total suspended solids,1.1,mg/L
Lake Ontario,57,43.275,-77.592,2022-04-24,Total suspended solids,0.8,mg/L
Lake Ontario,57,43.275,-77.592,2023-04-15,Total suspended solids,1.1,mg/L
Lake Ontario,57,43.275,-77.592,2023-04-15,Chloride,24.2,mg/L
Lake Ontario,57,43.275,-77.592,2023-04-15,pH,8.21,None
Lake Ontario,57,43.275,-77.592,2023-04-15,Dissolved oxygen (DO),10.97,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,pH,7.93,None
Lake Ontario,74,43.75,-76.518,2022-08-11,Total suspended solids,2.4,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,pH,8.23,None
Lake Ontario,74,43.75,-76.518,2022-08-11,Chloride,22.8,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Chloride,22.8,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Chloride,22.8,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Dissolved oxygen (DO),11.2,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Dissolved oxygen (DO),9.73,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,pH,8.14,None
Lake Ontario,74,43.75,-76.518,2022-04-23,pH,8.44,None
Lake Ontario,74,43.75,-76.518,2022-08-11,Dissolved oxygen (DO),9.8,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Chloride,22.8,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Dissolved oxygen (DO),11.13,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,pH,8.36,None
Lake Ontario,74,43.75,-76.518,2022-04-23,Chloride,22.9,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,pH,8.69,None
Lake Ontario,74,43.75,-76.518,2022-08-11,Chloride,22.8,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Dissolved oxygen (DO),8.54,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Chloride,22.9,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Chloride,22.9,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,pH,8.6,None
Lake Ontario,74,43.75,-76.518,2022-04-23,Chloride,22.9,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,pH,8.01,None
Lake Ontario,74,43.75,-76.518,2022-04-23,pH,8.19,None
Lake Ontario,74,43.75,-76.518,2022-04-23,Dissolved oxygen (DO),11.38,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,pH,8.01,None
Lake Ontario,74,43.75,-76.518,2022-08-11,Dissolved oxygen (DO),9.4,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Chloride,22.9,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Dissolved oxygen (DO),9.21,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Dissolved oxygen (DO),9.62,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Dissolved oxygen (DO),11.71,mg/L
Lake Ontario,74,43.75,-76.518,2022-08-11,Chloride,22.9,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Total suspended solids,0,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,Dissolved oxygen (DO),11.46,mg/L
Lake Ontario,74,43.75,-76.518,2022-04-23,pH,8.09,None
Lake Ontario,74,43.75,-76.518,2023-04-16,Total suspended solids,0.2,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,pH,8.16,None
Lake Ontario,74,43.75,-76.518,2023-04-16,Dissolved oxygen (DO),11.51,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,Chloride,23.6,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,pH,8.2,None
Lake Ontario,74,43.75,-76.518,2023-04-16,pH,8.17,None
Lake Ontario,74,43.75,-76.518,2023-04-16,Chloride,23.7,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,Dissolved oxygen (DO),11.47,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,Chloride,23.6,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,Chloride,23.7,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,Dissolved oxygen (DO),11.41,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,Chloride,23.8,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,Dissolved oxygen (DO),11.53,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,pH,8.2,None
Lake Ontario,74,43.75,-76.518,2023-04-16,Dissolved oxygen (DO),11.4,mg/L
Lake Ontario,74,43.75,-76.518,2023-04-16,pH,8.19,None
Lake Erie,935,42.591,-79.466,2022-08-16,Chloride,16.1,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,Dissolved oxygen (DO),8.94,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,pH,7.94,None
Lake Erie,935,42.591,-79.466,2022-08-16,pH,7.83,None
Lake Erie,935,42.591,-79.466,2022-08-16,Dissolved oxygen (DO),8.55,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,pH,7.76,None
Lake Erie,935,42.591,-79.466,2022-08-16,Dissolved oxygen (DO),8.66,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,Dissolved oxygen (DO),8.61,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,pH,8.4,None
Lake Erie,935,42.591,-79.466,2022-08-16,Chloride,16,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,Total suspended solids,0.5,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,Chloride,16,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,pH,8.53,None
Lake Erie,935,42.591,-79.466,2022-08-16,Chloride,16,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,Chloride,16,mg/L
Lake Erie,935,42.591,-79.466,2022-08-16,Dissolved oxygen (DO),8.75,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,pH,8.31,None
Lake Erie,935,42.591,-79.466,2023-05-09,Chloride,15.9,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,Chloride,16,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,pH,8.28,None
Lake Erie,935,42.591,-79.466,2023-05-09,Chloride,15.9,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,Total suspended solids,0.9,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,Dissolved oxygen (DO),10.53,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,Chloride,15.8,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,pH,8.23,None
Lake Erie,935,42.591,-79.466,2023-05-09,Dissolved oxygen (DO),11.12,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,pH,8.24,None
Lake Erie,935,42.591,-79.466,2023-05-09,Dissolved oxygen (DO),10.98,mg/L
Lake Erie,935,42.591,-79.466,2023-05-09,Dissolved oxygen (DO),10.8,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,Dissolved oxygen (DO),8.29,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,pH,7.97,None
Lake Erie,935,42.591,-79.466,2024-08-19,Dissolved oxygen (DO),7.77,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,Total suspended solids,1.1,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,Dissolved oxygen (DO),8.09,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,pH,7.78,None
Lake Erie,935,42.591,-79.466,2024-08-19,Dissolved oxygen (DO),8.28,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,Chloride,15.9,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,Chloride,15.8,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,Chloride,15.9,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,pH,7.87,None
Lake Erie,935,42.591,-79.466,2024-08-19,Chloride,15.9,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,Chloride,15.9,mg/L
Lake Erie,935,42.591,-79.466,2024-08-19,pH,8.39,None
Lake Erie,935,42.591,-79.466,2024-08-19,pH,8.49,None
Lake Erie,935,42.591,-79.466,2024-08-19,Dissolved oxygen (DO),8.11,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,pH,8.01,None
Lake Erie,887,42.647,-79.692,2024-08-12,Dissolved oxygen (DO),8.53,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Dissolved oxygen (DO),8.94,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Chloride,16,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Chloride,16.1,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,pH,8.55,None
Lake Erie,887,42.647,-79.692,2024-08-12,pH,7.94,None
Lake Erie,887,42.647,-79.692,2024-08-12,Chloride,15.8,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Chloride,16,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,pH,7.85,None
Lake Erie,887,42.647,-79.692,2024-08-12,Total suspended solids,0.7,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Chloride,15.9,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Dissolved oxygen (DO),7.95,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Dissolved oxygen (DO),8.24,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,Chloride,16,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,pH,7.86,None
Lake Erie,887,42.647,-79.692,2024-08-12,Dissolved oxygen (DO),7.81,mg/L
Lake Erie,887,42.647,-79.692,2024-08-12,pH,8.19,None
Lake Erie,887,42.647,-79.692,2024-08-12,Dissolved oxygen (DO),8.27,mg/L
Lake Superior,157,47.613,-89,2024-06-13,Chloride,1.54,mg/L
Lake Superior,157,47.613,-89,2024-09-16,pH,8.28,None
Lake Superior,157,47.613,-89,2024-06-13,pH,8.29,None
Lake Superior,157,47.613,-89,2024-06-13,Dissolved oxygen (DO),10.99,mg/L
Lake Superior,157,47.613,-89,2024-09-16,Total suspended solids,0.3,mg/L
Lake Superior,157,47.613,-89,2024-06-13,Total suspended solids,0.2,mg/L
Lake Superior,157,47.613,-89,2024-09-16,Chloride,1.57,mg/L
Lake Superior,157,47.613,-89,2024-09-16,Dissolved oxygen (DO),9.38,mg/L
Lake Erie,956,41.692,-81.442,2022-08-18,pH,8.56,None
Lake Erie,956,41.692,-81.442,2022-08-18,Total suspended solids,2.8,mg/L
Lake Erie,956,41.692,-81.442,2022-08-18,Dissolved oxygen (DO),8.61,mg/L
Lake Erie,956,41.692,-81.442,2022-08-18,Chloride,19.2,mg/L
Lake Erie,956,41.692,-81.442,2023-05-18,pH,8.02,None
Lake Erie,956,41.692,-81.442,2023-05-18,Chloride,14.5,mg/L
Lake Erie,956,41.692,-81.442,2023-05-18,Total suspended solids,3.9,mg/L
Lake Erie,956,41.692,-81.442,2023-05-18,Dissolved oxygen (DO),10.12,mg/L
Lake Erie,956,41.692,-81.442,2024-08-15,Total suspended solids,3.8,mg/L
Lake Erie,956,41.692,-81.442,2024-08-15,pH,8.63,None
Lake Erie,956,41.692,-81.442,2024-08-15,Dissolved oxygen (DO),9.35,mg/L
Lake Erie,956,41.692,-81.442,2024-08-15,Chloride,16.6,mg/L
Lake Erie,938,42.634,-80.059,2022-08-16,pH,8.44,None
Lake Erie,938,42.634,-80.059,2022-08-16,Dissolved oxygen (DO),8.52,mg/L
Lake Erie,938,42.634,-80.059,2022-08-16,Chloride,16.2,mg/L
Lake Erie,938,42.634,-80.059,2022-08-16,Total suspended solids,0.65,mg/L
Lake Erie,938,42.634,-80.059,2023-05-11,Dissolved oxygen (DO),11.45,mg/L
Lake Erie,938,42.634,-80.059,2023-05-11,Chloride,15.8,mg/L
Lake Erie,938,42.634,-80.059,2023-05-11,pH,8.34,None
Lake Erie,938,42.634,-80.059,2023-05-11,Total suspended solids,2.7,mg/L
Lake Erie,938,42.634,-80.059,2024-08-22,Dissolved oxygen (DO),8.52,mg/L
Lake Erie,938,42.634,-80.059,2024-08-22,Total suspended solids,-8.3,mg/L
Lake Erie,938,42.634,-80.059,2024-08-22,pH,8.34,None
Lake Erie,938,42.634,-80.059,2024-08-22,Chloride,15.3,mg/L
Lake Ontario,18,43.303,-79.278,2022-04-25,Dissolved oxygen (DO),11.68,mg/L
Lake Ontario,18,43.303,-79.278,2022-04-25,pH,8.22,None
Lake Ontario,18,43.303,-79.278,2022-04-25,Total suspended solids,0.3,mg/L
Lake Ontario,18,43.303,-79.278,2022-04-25,Chloride,23.1,mg/L
Lake Ontario,18,43.303,-79.278,2023-04-14,Chloride,23.2,mg/L
Lake Ontario,18,43.303,-79.278,2023-04-14,Total suspended solids,0.4,mg/L
Lake Ontario,18,43.303,-79.278,2023-04-14,pH,8.22,None
Lake Ontario,18,43.303,-79.278,2023-04-14,Dissolved oxygen (DO),11.34,mg/L
Lake Huron,98,43.976,-83.576,2022-09-20,Chloride,9.72,mg/L
Lake Huron,98,43.976,-83.576,2022-09-20,Total suspended solids,3.5,mg/L
Lake Huron,98,43.976,-83.576,2022-09-20,Dissolved oxygen (DO),9.18,mg/L
Lake Huron,98,43.976,-83.576,2022-09-20,pH,8.56,None
Lake Huron,98,43.976,-83.576,2024-08-27,Total suspended solids,3.2,mg/L
Lake Huron,98,43.976,-83.576,2024-08-27,Chloride,15,mg/L
Lake Huron,98,43.976,-83.576,2024-08-27,pH,8.56,None
Lake Huron,98,43.976,-83.576,2024-08-27,Dissolved oxygen (DO),8.87,mg/L
Lake Ontario,926,43.305,-79.815,2022-04-27,Total suspended solids,3.3,mg/L
Lake Ontario,926,43.305,-79.815,2022-04-27,Dissolved oxygen (DO),10.43,mg/L
Lake Ontario,926,43.305,-79.815,2022-04-27,Dissolved oxygen (DO),11.14,mg/L
Lake Ontario,926,43.305,-79.815,2022-04-27,Chloride,123,mg/L
Lake Ontario,926,43.305,-79.815,2022-04-27,pH,8.37,None
Lake Ontario,926,43.305,-79.815,2022-04-27,pH,8.36,None
Lake Ontario,926,43.305,-79.815,2022-04-27,Chloride,124,mg/L
Lake Ontario,926,43.305,-79.815,2023-04-18,Total suspended solids,3.1,mg/L
Lake Ontario,926,43.305,-79.815,2023-04-18,Dissolved oxygen (DO),10.83,mg/L
Lake Ontario,926,43.305,-79.815,2023-04-18,Dissolved oxygen (DO),10.96,mg/L
Lake Ontario,926,43.305,-79.815,2023-04-11,Total suspended solids,3,mg/L
Lake Ontario,926,43.305,-79.815,2023-04-18,Chloride,120,mg/L
Lake Ontario,926,43.305,-79.815,2023-04-18,pH,8.25,None
Lake Ontario,926,43.305,-79.815,2023-04-18,Chloride,121,mg/L
Lake Ontario,926,43.305,-79.815,2023-04-18,pH,8.25,None
Lake Superior,171,47.45,-89.921,2024-06-13,Dissolved oxygen (DO),11.19,mg/L
Lake Superior,171,47.45,-89.921,2024-09-17,Chloride,1.62,mg/L
Lake Superior,171,47.45,-89.921,2024-06-13,Chloride,1.54,mg/L
Lake Superior,171,47.45,-89.921,2024-09-17,Total suspended solids,0.4,mg/L
Lake Superior,171,47.45,-89.921,2024-09-17,pH,7.98,None
Lake Superior,171,47.45,-89.921,2024-06-13,pH,8.12,None
Lake Superior,171,47.45,-89.921,2024-09-17,Dissolved oxygen (DO),9.33,mg/L
Lake Superior,171,47.45,-89.921,2024-06-13,Total suspended solids,0.3,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,pH,8.18,None
Lake Superior,68,47.017,-88.183,2024-09-15,Dissolved oxygen (DO),10.65,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,pH,8.47,None
Lake Superior,68,47.017,-88.183,2024-09-15,Chloride,1.59,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,pH,7.9,None
Lake Superior,68,47.017,-88.183,2024-09-15,pH,7.94,None
Lake Superior,68,47.017,-88.183,2024-09-15,Dissolved oxygen (DO),10.7,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Chloride,1.58,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Dissolved oxygen (DO),10.5,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,pH,8.17,None
Lake Superior,68,47.017,-88.183,2024-09-15,Chloride,1.59,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Dissolved oxygen (DO),11.12,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Chloride,1.61,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Chloride,1.59,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Dissolved oxygen (DO),10.74,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,pH,7.7,None
Lake Superior,68,47.017,-88.183,2024-09-15,Chloride,1.59,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Dissolved oxygen (DO),10.26,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,pH,7.84,None
Lake Superior,68,47.017,-88.183,2024-09-15,Chloride,1.58,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,pH,7.99,None
Lake Superior,68,47.017,-88.183,2024-06-10,Total suspended solids,0.4,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,pH,7.73,None
Lake Superior,68,47.017,-88.183,2024-06-10,Chloride,1.6,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Total suspended solids,0.3,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Chloride,1.6,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Dissolved oxygen (DO),10.99,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Dissolved oxygen (DO),11.45,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Dissolved oxygen (DO),11.02,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,pH,8.26,None
Lake Superior,68,47.017,-88.183,2024-06-10,Dissolved oxygen (DO),11.15,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Dissolved oxygen (DO),10.68,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Chloride,1.59,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,Chloride,1.6,mg/L
Lake Superior,68,47.017,-88.183,2024-09-15,Dissolved oxygen (DO),9.36,mg/L
Lake Superior,68,47.017,-88.183,2024-06-10,pH,8.2,None
Lake Superior,68,47.017,-88.183,2024-09-15,pH,7.97,None
Lake Superior,68,47.017,-88.183,2024-09-15,Chloride,1.58,mg/L
Lake Erie,953,42.208,-81.442,2022-08-18,Chloride,15.3,mg/L
Lake Erie,953,42.208,-81.442,2022-08-18,pH,8.58,None
Lake Erie,953,42.208,-81.442,2022-08-18,Dissolved oxygen (DO),8.72,mg/L
Lake Erie,953,42.208,-81.442,2022-08-18,Total suspended solids,1.28,mg/L
Lake Erie,953,42.208,-81.442,2023-05-12,Total suspended solids,2.7,mg/L
Lake Erie,953,42.208,-81.442,2023-05-12,Dissolved oxygen (DO),11.72,mg/L
Lake Erie,953,42.208,-81.442,2023-05-12,Chloride,14.2,mg/L
Lake Erie,953,42.208,-81.442,2023-05-12,pH,8.45,None
Lake Erie,953,42.208,-81.442,2024-08-23,Chloride,14.7,mg/L
Lake Erie,953,42.208,-81.442,2024-08-23,pH,8.52,None
Lake Erie,953,42.208,-81.442,2024-08-23,Dissolved oxygen (DO),8.69,mg/L
Lake Erie,953,42.208,-81.442,2024-08-23,Total suspended solids,2,mg/L
Lake Huron,41,45.083,-81.537,2022-09-18,Chloride,7.54,mg/L
Lake Huron,41,45.083,-81.537,2022-09-18,Total suspended solids,1.9,mg/L
Lake Huron,41,45.083,-81.537,2022-09-18,Dissolved oxygen (DO),8.91,mg/L
Lake Huron,41,45.083,-81.537,2022-09-18,pH,8.36,None
Lake Huron,41,45.083,-81.537,2024-08-29,Total suspended solids,0.1,mg/L
Lake Huron,41,45.083,-81.537,2024-08-29,pH,8.32,None
Lake Huron,41,45.083,-81.537,2024-08-29,Chloride,7.7,mg/L
Lake Huron,41,45.083,-81.537,2024-08-29,Dissolved oxygen (DO),9.31,mg/L
Georgian Bay,26,45.833,-80.9,2022-06-05,pH,7.99,None
Georgian Bay,26,45.833,-80.9,2022-09-14,pH,8.32,None
Georgian Bay,26,45.833,-80.9,2022-09-14,Dissolved oxygen (DO),9.27,mg/L
Georgian Bay,26,45.833,-80.9,2022-09-14,Total suspended solids,0.5,mg/L
Georgian Bay,26,45.833,-80.9,2022-09-14,Chloride,7.41,mg/L
Georgian Bay,26,45.833,-80.9,2022-06-05,Dissolved oxygen (DO),10.84,mg/L
Georgian Bay,26,45.833,-80.9,2022-06-05,Chloride,6.88,mg/L
Georgian Bay,26,45.833,-80.9,2022-06-05,Total suspended solids,0.3,mg/L
Georgian Bay,26,45.833,-80.9,2024-09-07,pH,8.15,None
Georgian Bay,26,45.833,-80.9,2024-09-07,Dissolved oxygen (DO),9.6,mg/L
Georgian Bay,26,45.833,-80.9,2024-09-07,Total suspended solids,0.4,mg/L
Georgian Bay,26,45.833,-80.9,2024-09-07,Chloride,7.56,mg/L
Lake Erie,962,41.717,-82.183,2022-08-19,pH,8.36,None
Lake Erie,962,41.717,-82.183,2022-08-19,Dissolved oxygen (DO),7.72,mg/L
Lake Erie,962,41.717,-82.183,2022-08-19,Chloride,15.3,mg/L
Lake Erie,962,41.717,-82.183,2022-08-19,Total suspended solids,1,mg/L
Lake Erie,962,41.717,-82.183,2023-05-17,pH,8.37,None
Lake Erie,962,41.717,-82.183,2023-05-17,Chloride,14.8,mg/L
Lake Erie,962,41.717,-82.183,2023-05-17,Total suspended solids,1.9,mg/L
Lake Erie,962,41.717,-82.183,2023-05-17,Dissolved oxygen (DO),10.48,mg/L
Lake Erie,962,41.717,-82.183,2024-08-13,Dissolved oxygen (DO),7.61,mg/L
Lake Erie,962,41.717,-82.183,2024-08-13,Total suspended solids,2.2,mg/L
Lake Erie,962,41.717,-82.183,2024-08-13,Chloride,15,mg/L
Lake Erie,962,41.717,-82.183,2024-08-13,pH,8.38,None
Lake Superior,130,48.108,-88.458,2024-09-16,Total suspended solids,0.4,mg/L
Lake Superior,130,48.108,-88.458,2024-06-15,Total suspended solids,0.4,mg/L
Lake Superior,130,48.108,-88.458,2024-06-15,Dissolved oxygen (DO),10.94,mg/L
Lake Superior,130,48.108,-88.458,2024-09-16,pH,7.89,None
Lake Superior,130,48.108,-88.458,2024-06-15,Chloride,1.54,mg/L
Lake Superior,130,48.108,-88.458,2024-09-16,Chloride,1.57,mg/L
Lake Superior,130,48.108,-88.458,2024-09-16,Dissolved oxygen (DO),9.62,mg/L
Lake Superior,130,48.108,-88.458,2024-06-15,pH,8.18,None
Lake Ontario,3,43.268,-79.62,2022-04-25,pH,8.23,None
Lake Ontario,3,43.268,-79.62,2022-04-25,Dissolved oxygen (DO),12,mg/L
Lake Ontario,3,43.268,-79.62,2022-04-25,Dissolved oxygen (DO),11.85,mg/L
Lake Ontario,3,43.268,-79.62,2022-04-25,Chloride,26.2,mg/L
Lake Ontario,3,43.268,-79.62,2022-04-25,Chloride,26.2,mg/L
Lake Ontario,3,43.268,-79.62,2022-08-10,Chloride,23.7,mg/L
