MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,ActivityStartDate,Chloride,Dissolved oxygen (DO),"Temperature, water",Total suspended solids,Turbidity,pH,WQI,Rating,DataType
956,Lake Erie,41.692,-81.442,2024-08-15,16.6,9.35,24.0,3.8,0.78,8.63,55.8,Fair,Observed
957,Lake Erie,41.683,-81.742,2022-08-18,15.0,8.76,25.0,1.35,0.43,8.61,45.88,Poor,Observed
957,Lake Erie,41.683,-81.742,2023-05-18,15.6,10.86,13.90872,2.1,1.21,8.36,94.79,Good,Observed
957,Lake Erie,41.683,-81.742,2024-08-15,14.8,8.73,24.0,1.4,0.4,8.64,55.01,Fair,Observed
958,Lake Erie,41.525,-81.708,2022-08-18,19.4,8.445,24.6,2.5,0.85,8.51,49.07,Poor,Observed
958,Lake Erie,41.525,-81.708,2023-05-18,19.05,10.425,11.0,5.6,3.7,8.26,94.44,Good,Observed
958,Lake Erie,41.525,-81.708,2024-08-15,16.85,8.04,23.5,2.6,0.82,8.33,58.4,Fair,Observed
959,Lake Erie,42.195,-82.183,2022-08-18,15.3,9.23,24.0,2.67,1.1,8.72,55.68,Fair,Observed
959,Lake Erie,42.195,-82.183,2023-05-17,14.6,10.66,10.0,1.6,0.96,8.21,94.84,Good,Observed
959,Lake Erie,42.195,-82.183,2024-08-16,13.7,9.82,24.5,3.4,0.85,8.77,51.82,Fair,Observed
960,Lake Erie,42.1,-82.183,2022-08-18,15.26,5.0280000000000005,24.0,1.7,0.84,7.875999999999999,49.44,Poor,Observed
960,Lake Erie,42.1,-82.183,2023-05-17,14.800000000000002,10.633333333333333,10.0,1.6,0.77,8.236666666666666,94.84,Good,Observed
960,Lake Erie,42.1,-82.183,2024-08-16,14.38,5.902,24.0,2.2,0.51,8.094,50.72,Fair,Observed
961,Lake Erie,41.908,-82.183,2022-08-19,15.5,5.83,24.3,1.8,0.66,7.83,48.11,Poor,Observed
961,Lake Erie,41.908,-82.183,2023-05-17,14.9,11.19,10.5,1.7,0.54,8.34,94.83,Good,Observed
961,Lake Erie,41.908,-82.183,2024-08-16,15.3,9.0,24.0,2.6,0.67,8.62,55.34,Fair,Observed
962,Lake Erie,41.717,-82.183,2022-08-19,15.3,7.72,24.5,1.0,0.49,8.36,49.06,Poor,Observed
962,Lake Erie,41.717,-82.183,2023-05-17,14.8,10.48,12.5,1.9,1.39,8.37,94.81,Good,Observed
962,Lake Erie,41.717,-82.183,2024-08-13,15.0,7.61,24.0,2.2,1.68,8.38,53.28,Fair,Observed
963,Lake Erie,41.575,-82.183,2022-08-19,15.666666666666666,5.776666666666667,24.0,1.4,0.65,8.03,50.58,Fair,Observed
963,Lake Erie,41.575,-82.183,2023-05-18,15.466666666666669,10.043333333333331,12.0,3.3,2.25,8.253333333333334,94.67,Good,Observed
963,Lake Erie,41.575,-82.183,2024-08-15,15.5,8.375,24.0,3.6,1.19,8.43,54.35,Fair,Observed
964,Lake Erie,41.483,-82.183,2022-08-19,16.7,8.42,24.0,1.94,0.93,8.47,54.51,Fair,Observed
964,Lake Erie,41.483,-82.183,2023-05-18,19.1,10.61,13.0,11.1,8.74,8.44,93.89,Good,Observed
964,Lake Erie,41.483,-82.183,2024-08-15,16.1,7.92,24.0,3.8,1.75,8.16,53.65,Fair,Observed
965,Lake Erie,41.5,-82.5,2022-08-19,15.7,8.78,24.0,2.1,1.01,8.58,55.04,Fair,Observed
965,Lake Erie,41.5,-82.5,2023-05-16,20.9,11.26,13.0,6.5,4.63,8.65,94.35,Good,Observed
965,Lake Erie,41.5,-82.5,2024-08-13,14.7,9.045,24.8,3.4000000000000004,2.56,8.600000000000001,47.98,Poor,Observed
966,Lake Erie,41.983,-82.625,2022-08-19,10.8,8.6,24.5,3.38,1.88,8.76,50.14,Fair,Observed
966,Lake Erie,41.983,-82.625,2023-05-17,15.0,10.21,13.0,2.6,1.54,8.31,94.74,Good,Observed
966,Lake Erie,41.983,-82.625,2024-08-15,11.1,9.13,25.0,2.6,1.29,8.75,46.28,Poor,Observed
967,Lake Erie,41.892,-82.667,2022-08-19,11.3,8.54,24.6,2.38,1.0,8.53,49.2,Poor,Observed
967,Lake Erie,41.892,-82.667,2023-05-17,14.0,10.03,12.5,3.9,2.79,8.26,94.61,Good,Observed
967,Lake Erie,41.892,-82.667,2024-04-17,15.7,10.043194232952647,8.41,14.3,10.3,8.262768674136321,93.57,Good,Observed
967,Lake Erie,41.892,-82.667,2024-08-15,12.7,8.5,25.0,4.4,2.23,8.82,45.41,Poor,Observed
968,Lake Erie,41.742,-82.733,2022-08-19,15.0,8.81,24.4,2.38,1.35,8.61,51.4,Fair,Observed
968,Lake Erie,41.742,-82.733,2023-05-17,13.8,10.02,13.0,1.9,1.92,8.15,94.81,Good,Observed
968,Lake Erie,41.742,-82.733,2024-08-15,13.7,9.36,25.0,4.2,1.76,8.72,46.49,Poor,Observed
969,Lake Erie,41.608,-82.925,2022-08-19,15.15,8.989999999999998,25.5,5.35,3.14,8.77,41.37,Poor,Observed
969,Lake Erie,41.608,-82.925,2023-05-16,19.2,10.845,13.90872,9.35,7.55,8.620000000000001,94.06,Good,Observed
969,Lake Erie,41.608,-82.925,2024-08-14,15.4,9.53,24.0,9.6,8.17,8.74,55.72,Fair,Observed
970,Lake Erie,41.825,-82.975,2022-05-19,14.200872619433447,10.043194232952647,13.90872,2.5,0.8201206434316353,8.262768674136321,94.75,Good,Observed
970,Lake Erie,41.825,-82.975,2022-08-19,14.433333333333332,9.676666666666668,25.1,7.8,4.045,9.146666666666668,45.77,Poor,Observed
970,Lake Erie,41.825,-82.975,2023-05-17,10.1,10.195,12.8,7.0,5.79,8.21,94.3,Good,Observed
970,Lake Erie,41.825,-82.975,2024-06-21,14.200872619433447,10.043194232952647,13.90872,0.9,0.8201206434316353,8.262768674136321,94.91,Good,Observed
970,Lake Erie,41.825,-82.975,2024-08-14,10.65,9.105,24.0,3.0,1.39,8.780000000000001,55.48,Fair,Observed
971,Lake Erie,41.95,-83.05,2022-08-20,9.99,8.81,24.0,3.4,1.68,8.64,55.01,Fair,Observed
971,Lake Erie,41.95,-83.05,2023-05-16,14.0,10.1,14.0,5.8,4.53,8.39,94.42,Good,Observed
971,Lake Erie,41.95,-83.05,2024-04-17,8.84,10.043194232952647,9.31,22.3,8.03,8.262768674136321,92.77,Good,Observed
971,Lake Erie,41.95,-83.05,2024-08-14,11.5,8.75,23.0,3.4,1.94,8.62,64.07,Fair,Observed
972,Lake Erie,41.867,-83.2,2022-08-20,14.1,9.74,24.1,3.83,1.49,8.86,55.44,Fair,Observed
972,Lake Erie,41.867,-83.2,2023-05-16,12.7,10.22,14.0,2.9,2.2,8.32,94.71,Good,Observed
972,Lake Erie,41.867,-83.2,2024-04-17,20.33333333333333,10.043194232952647,10.75,21.2,10.6,8.262768674136321,92.88,Good,Observed
972,Lake Erie,41.867,-83.2,2024-08-14,10.8,8.65,24.0,3.0,1.51,8.61,54.8,Fair,Observed
974,Lake Erie,41.725,-83.15,2022-08-20,11.5,8.23,24.5,6.33,3.73,8.87,49.47,Poor,Observed
974,Lake Erie,41.725,-83.15,2023-05-16,26.3,11.3,14.5,16.8,14.6,8.825,93.32,Good,Observed
974,Lake Erie,41.725,-83.15,2024-04-17,10.4,10.043194232952647,10.19,18.7,14.2,8.262768674136321,93.13,Good,Observed
974,Lake Erie,41.725,-83.15,2024-08-14,20.3,8.62,24.0,13.3,13.9,8.73,54.13,Fair,Observed
1001,Lake Ontario,43.287,-79.843,2022-04-27,123.0,11.24,8.0,2.9,1.2,8.37,94.71,Good,Observed
1001,Lake Ontario,43.287,-79.843,2023-04-18,119.0,10.74,9.0,3.4,1.91,8.24,94.66,Good,Observed
1163,Lake Erie,41.469,-82.714,2023-05-16,21.35,9.985,17.0,16.0,14.2,8.75,93.36,Good,Observed
1163,Lake Erie,41.469,-82.714,2024-08-14,19.9,8.49,24.0,11.3,5.6,8.52,54.06,Fair,Observed
1236,Lake Erie,42.811,-79.565,2022-08-15,16.0,8.58,24.0,0.53,0.24,8.51,54.84,Fair,Observed
1236,Lake Erie,42.811,-79.565,2023-05-09,16.4,10.34,9.5,1.0,0.73,8.25,94.9,Good,Observed
1236,Lake Erie,42.811,-79.565,2024-08-20,15.6,8.43,22.2,1.3,0.48,8.4,70.94,Fair,Observed
1237,Lake Erie,42.766,-79.556,2022-08-16,16.0,8.63,24.0,0.6,0.24,8.5,54.91,Fair,Observed
1237,Lake Erie,42.766,-79.556,2023-05-09,16.3,11.33,9.0,1.8,0.97,8.39,94.82,Good,Observed
1237,Lake Erie,42.766,-79.556,2024-08-20,15.6,8.49,22.7,1.3,0.43,8.44,66.5,Fair,Observed
1533,Lake Erie,42.68,-79.6917,2022-08-16,16.080000000000002,7.862,24.1,0.56,0.26,8.1,52.86,Fair,Observed
1533,Lake Erie,42.68,-79.6917,2023-05-11,15.75,11.2825,9.0,1.3,0.47,8.35,94.87,Good,Observed
1533,Lake Erie,42.68,-79.6917,2024-04-20,16.866666666666664,10.043194232952647,5.18,1.3,0.79,8.262768674136321,94.87,Good,Observed
1534,Lake Erie,42.43,-81.205,2022-08-17,14.200872619433447,10.043194232952647,23.5,1.38635046113307,0.8201206434316353,8.262768674136321,61.66,Fair,Observed
1534,Lake Erie,42.43,-81.205,2023-05-11,14.9,11.75,10.0,3.1,2.41,8.48,94.69,Good,Observed
1534,Lake Erie,42.43,-81.205,2024-04-19,14.5,10.043194232952647,6.13,2.9,2.02,8.262768674136321,94.71,Good,Observed
1535,Lake Erie,42.0817,-81.0117,2022-08-17,14.200872619433447,10.043194232952647,23.5,1.38635046113307,0.8201206434316353,8.262768674136321,61.66,Fair,Observed
1535,Lake Erie,42.0817,-81.0117,2023-05-11,13.8,10.87,9.4,3.2,2.13,8.43,94.68,Good,Observed
1535,Lake Erie,42.0817,-81.0117,2024-04-19,14.4,10.043194232952647,6.35,1.7,1.53,8.262768674136321,94.83,Good,Observed
1535,Lake Erie,42.0817,-81.0117,2024-08-13,14.6,8.68,23.0,1.3,0.56,8.6,64.1,Fair,Observed
1536,Lake Erie,41.935,-81.4783,2022-08-18,14.200872619433447,10.043194232952647,24.5,1.38635046113307,0.8201206434316353,8.262768674136321,52.17,Fair,Observed
1536,Lake Erie,41.935,-81.4783,2023-05-18,15.0,11.21,11.5,2.1,0.91,8.44,94.79,Good,Observed
1536,Lake Erie,41.935,-81.4783,2024-04-18,15.0,10.043194232952647,6.13,2.1,1.43,8.262768674136321,94.79,Good,Observed
1536,Lake Erie,41.935,-81.4783,2024-08-15,14.4,8.45,24.5,2.0,0.52,8.62,50.01,Fair,Observed
1537,Lake Erie,41.965,-82.0417,2022-08-18,14.200872619433447,10.043194232952647,25.0,1.38635046113307,0.8201206434316353,8.262768674136321,47.43,Poor,Observed
1537,Lake Erie,41.965,-82.0417,2023-05-17,15.0,11.25,13.90872,2.0,0.89,8.34,94.8,Good,Observed
1537,Lake Erie,41.965,-82.0417,2024-04-18,14.4,10.043194232952647,6.09,3.2,1.41,8.262768674136321,94.68,Good,Observed
1537,Lake Erie,41.965,-82.0417,2024-08-16,14.9,8.67,24.0,1.8,0.36,8.55,54.9,Fair,Observed
1538,Lake Erie,41.7883,-81.945,2022-08-18,14.200872619433447,10.043194232952647,24.6,1.38635046113307,0.8201206434316353,8.262768674136321,51.23,Fair,Observed
1538,Lake Erie,41.7883,-81.945,2023-05-17,15.3,11.24,12.0,3.4,2.06,8.59,94.66,Good,Observed
1538,Lake Erie,41.7883,-81.945,2024-04-18,15.0,10.043194232952647,6.0,2.2,1.34,8.262768674136321,94.78,Good,Observed
1538,Lake Erie,41.7883,-81.945,2024-08-15,14.8,7.76,24.5,1.9,0.46,8.17,49.07,Poor,Observed
1539,Lake Erie,41.685,-82.9333,2022-08-19,14.200872619433447,10.043194232952647,25.0,1.38635046113307,0.8201206434316353,8.262768674136321,47.43,Poor,Observed
1539,Lake Erie,41.685,-82.9333,2023-05-16,14.25,10.56,13.2,5.9,3.94,8.620000000000001,94.41,Good,Observed
1539,Lake Erie,41.685,-82.9333,2024-04-17,12.6,10.043194232952647,9.63,17.4,12.2,8.262768674136321,93.26,Good,Observed
1539,Lake Erie,41.685,-82.9333,2024-08-14,14.4,9.4,24.0,8.4,4.31,8.91,55.6,Fair,Observed
1540,Lake Erie,41.9778,-81.7569,2022-08-18,14.200872619433447,10.043194232952647,24.5,1.38635046113307,0.8201206434316353,8.262768674136321,52.17,Fair,Observed
1540,Lake Erie,41.9778,-81.7569,2023-05-18,15.2,11.14,11.5,1.9,0.82,8.4,94.81,Good,Observed
1540,Lake Erie,41.9778,-81.7569,2024-04-18,14.6,10.043194232952647,6.29,2.0,1.46,8.262768674136321,94.8,Good,Observed
1540,Lake Erie,41.9778,-81.7569,2024-08-16,14.8,9.57,24.0,2.3,0.48,8.54,56.22,Fair,Observed
1541,Lake Erie,42.1167,-81.25,2022-08-17,14.200872619433447,10.043194232952647,23.5,1.38635046113307,0.8201206434316353,8.262768674136321,61.66,Fair,Observed
1541,Lake Erie,42.1167,-81.25,2023-05-18,14.6,11.36,13.90872,2.5,1.45,8.37,94.75,Good,Observed
1541,Lake Erie,42.1167,-81.25,2024-04-19,15.2,10.043194232952647,6.29,3.1,2.38,8.262768674136321,94.69,Good,Observed
1541,Lake Erie,42.1167,-81.25,2024-08-22,14.8,8.28,22.5,1.6,0.75,8.45,67.91,Fair,Observed
1542,Lake Erie,41.8408,-82.9167,2022-08-19,14.200872619433447,10.043194232952647,24.8,1.38635046113307,0.8201206434316353,8.262768674136321,49.33,Poor,Observed
1542,Lake Erie,41.8408,-82.9167,2024-04-17,11.233333333333334,10.043194232952647,8.67,14.7,12.3,8.262768674136321,93.53,Good,Observed
1614,Georgian Bay,45.2725,-81.6369,2022-06-06,7.395,10.87,7.5,0.1,0.11,8.0625,94.99,Good,Observed
1614,Georgian Bay,45.2725,-81.6369,2022-09-14,7.45,9.8025,19.5,0.2,0.16,8.2,94.49,Good,Observed
1614,Georgian Bay,45.2725,-81.6369,2024-09-09,7.656666666666666,9.91,17.0,0.6,0.19,8.128333333333332,94.72,Good,Observed
predicted,Lake Superior,46.5,-92.0,2024-07-01,1.974,10.548,9.481,1.636,2.198,8.184,94.84,Good,Predicted
predicted,Lake Superior,46.5,-91.7,2024-07-01,1.972,10.552,9.459,1.633,2.193,8.184,94.84,Good,Predicted
predicted,Lake Superior,46.5,-91.4,2024-07-01,1.951,10.578,10.218,1.607,2.181,8.126,94.84,Good,Predicted
predicted,Lake Superior,46.5,-91.1,2024-07-01,1.851,10.727,9.35,1.327,1.699,8.192,94.87,Good,Predicted
predicted,Lake Superior,46.5,-90.8,2024-07-01,1.719,10.819,9.739,1.063,1.27,8.184,94.89,Good,Predicted
predicted,Lake Superior,46.5,-90.5,2024-07-01,1.59,10.923,9.299,0.485,0.298,8.227,94.95,Good,Predicted
predicted,Lake Superior,46.5,-90.2,2024-07-01,1.584,10.922,8.94,0.47,0.291,8.219,94.95,Good,Predicted
predicted,Lake Superior,46.5,-89.9,2024-07-01,1.596,10.827,10.105,0.633,0.383,8.232,94.94,Good,Predicted
predicted,Lake Superior,46.5,-89.6,2024-07-01,1.592,10.907,9.049,0.624,0.377,8.209,94.94,Good,Predicted
predicted,Lake Superior,46.5,-89.3,2024-07-01,1.595,10.911,8.57,0.614,0.356,8.241,94.94,Good,Predicted
predicted,Lake Superior,46.5,-89.0,2024-07-01,1.595,10.912,8.567,0.616,0.356,8.241,94.94,Good,Predicted
predicted,Lake Superior,46.5,-88.7,2024-07-01,1.6,10.842,8.679,0.671,0.368,8.331,94.93,Good,Predicted
predicted,Lake Superior,46.5,-88.4,2024-07-01,1.589,11.018,7.407,0.568,0.278,8.354,94.94,Good,Predicted
predicted,Lake Superior,46.5,-88.1,2024-07-01,1.6,10.913,8.107,0.593,0.278,8.315,94.94,Good,Predicted
predicted,Lake Superior,46.5,-87.8,2024-07-01,1.6,10.914,8.061,0.583,0.27,8.317,94.94,Good,Predicted
predicted,Lake Superior,46.5,-87.5,2024-07-01,1.588,11.007,6.938,0.428,0.181,8.348,94.96,Good,Predicted
predicted,Lake Superior,46.5,-87.2,2024-07-01,1.588,11.003,6.925,0.428,0.179,8.349,94.96,Good,Predicted
predicted,Lake Superior,46.5,-86.9,2024-07-01,1.586,10.888,7.04,0.427,0.161,8.373,94.96,Good,Predicted
predicted,Lake Superior,46.5,-86.6,2024-07-01,1.586,10.879,7.074,0.425,0.161,8.374,94.96,Good,Predicted
predicted,Lake Superior,46.5,-86.3,2024-07-01,1.587,10.87,7.106,0.424,0.161,8.374,94.96,Good,Predicted
predicted,Lake Superior,46.5,-86.0,2024-07-01,1.582,10.769,8.486,0.495,0.181,8.277,94.95,Good,Predicted
predicted,Lake Superior,46.5,-85.7,2024-07-01,1.585,10.691,8.985,0.555,0.186,8.244,94.94,Good,Predicted
predicted,Lake Superior,46.5,-85.4,2024-07-01,1.583,10.698,8.991,0.56,0.187,8.238,94.94,Good,Predicted
predicted,Lake Superior,46.5,-85.1,2024-07-01,3.206,10.697,8.949,0.537,0.182,8.215,94.95,Good,Predicted
predicted,Lake Superior,46.5,-84.8,2024-07-01,1.624,10.623,9.859,1.425,0.979,8.185,94.86,Good,Predicted
predicted,Lake Superior,46.8,-92.0,2024-07-01,1.969,10.555,9.435,1.616,2.163,8.186,94.84,Good,Predicted
predicted,Lake Superior,46.8,-91.7,2024-07-01,1.967,10.56,9.408,1.612,2.156,8.187,94.84,Good,Predicted
predicted,Lake Superior,46.8,-91.4,2024-07-01,1.964,10.565,9.38,1.606,2.148,8.187,94.84,Good,Predicted
predicted,Lake Superior,46.8,-91.1,2024-07-01,1.738,10.914,8.116,1.038,1.261,8.221,94.9,Good,Predicted
predicted,Lake Superior,46.8,-90.8,2024-07-01,1.583,11.095,7.95,0.382,0.203,8.231,94.96,Good,Predicted
predicted,Lake Superior,46.8,-90.5,2024-07-01,1.589,10.961,8.973,0.462,0.288,8.245,94.95,Good,Predicted
predicted,Lake Superior,46.8,-90.2,2024-07-01,1.583,10.926,8.85,0.464,0.284,8.219,94.95,Good,Predicted
predicted,Lake Superior,46.8,-89.9,2024-07-01,1.583,10.927,8.793,0.463,0.283,8.22,94.95,Good,Predicted
predicted,Lake Superior,46.8,-89.6,2024-07-01,1.59,10.853,8.677,0.604,0.332,8.25,94.94,Good,Predicted
predicted,Lake Superior,46.8,-89.3,2024-07-01,1.587,10.948,7.85,0.594,0.331,8.294,94.94,Good,Predicted
predicted,Lake Superior,46.8,-89.0,2024-07-01,1.593,10.91,7.831,0.614,0.356,8.303,94.94,Good,Predicted
predicted,Lake Superior,46.8,-88.7,2024-07-01,1.593,10.917,7.824,0.61,0.353,8.305,94.94,Good,Predicted
predicted,Lake Superior,46.8,-88.4,2024-07-01,1.588,11.022,7.39,0.566,0.28,8.355,94.94,Good,Predicted
predicted,Lake Superior,46.8,-88.1,2024-07-01,1.588,11.028,7.336,0.557,0.274,8.356,94.94,Good,Predicted
predicted,Lake Superior,46.8,-87.8,2024-07-01,1.587,10.979,7.064,0.545,0.27,8.341,94.95,Good,Predicted
predicted,Lake Superior,46.8,-87.5,2024-07-01,1.588,10.971,6.843,0.421,0.188,8.355,94.96,Good,Predicted
predicted,Lake Superior,46.8,-87.2,2024-07-01,1.586,11.02,6.818,0.42,0.179,8.351,94.96,Good,Predicted
predicted,Lake Superior,46.8,-86.9,2024-07-01,1.584,10.906,6.906,0.42,0.16,8.376,94.96,Good,Predicted
predicted,Lake Superior,46.8,-86.6,2024-07-01,1.585,10.896,6.942,0.418,0.16,8.376,94.96,Good,Predicted
predicted,Lake Superior,46.8,-86.3,2024-07-01,1.581,10.861,6.33,0.372,0.152,8.328,94.96,Good,Predicted
predicted,Lake Superior,46.8,-86.0,2024-07-01,1.583,10.739,6.7,0.428,0.148,8.297,94.96,Good,Predicted
predicted,Lake Superior,46.8,-85.7,2024-07-01,1.57,10.752,6.838,0.469,0.154,8.27,94.95,Good,Predicted
predicted,Lake Superior,46.8,-85.4,2024-07-01,1.573,10.711,8.011,0.53,0.178,8.194,94.95,Good,Predicted
predicted,Lake Superior,46.8,-85.1,2024-07-01,1.573,10.716,8.052,0.535,0.179,8.191,94.95,Good,Predicted
predicted,Lake Superior,46.8,-84.8,2024-07-01,1.564,10.677,9.096,0.566,0.183,8.189,94.94,Good,Predicted
predicted,Lake Superior,47.1,-92.0,2024-07-01,1.963,10.565,9.379,1.593,2.125,8.188,94.84,Good,Predicted
predicted,Lake Superior,47.1,-91.7,2024-07-01,1.849,10.795,7.976,1.266,1.612,8.243,94.87,Good,Predicted
predicted,Lake Superior,47.1,-91.4,2024-07-01,1.844,10.803,7.925,1.253,1.592,8.244,94.87,Good,Predicted
predicted,Lake Superior,47.1,-91.1,2024-07-01,1.582,11.051,6.949,0.379,0.196,8.257,94.96,Good,Predicted
predicted,Lake Superior,47.1,-90.8,2024-07-01,1.581,11.045,7.004,0.379,0.197,8.257,94.96,Good,Predicted
predicted,Lake Superior,47.1,-90.5,2024-07-01,1.577,11.066,7.542,0.36,0.188,8.254,94.96,Good,Predicted
predicted,Lake Superior,47.1,-90.2,2024-07-01,1.573,10.964,7.372,0.417,0.225,8.226,94.96,Good,Predicted
predicted,Lake Superior,47.1,-89.9,2024-07-01,1.573,10.967,7.319,0.417,0.225,8.225,94.96,Good,Predicted
predicted,Lake Superior,47.1,-89.6,2024-07-01,1.582,10.955,7.498,0.578,0.317,8.212,94.94,Good,Predicted
predicted,Lake Superior,47.1,-89.3,2024-07-01,1.565,11.038,5.54,0.473,0.234,8.276,94.95,Good,Predicted
predicted,Lake Superior,47.1,-89.0,2024-07-01,1.577,11.012,6.427,0.493,0.26,8.305,94.95,Good,Predicted
predicted,Lake Superior,47.1,-88.7,2024-07-01,1.577,11.012,6.474,0.492,0.261,8.306,94.95,Good,Predicted
predicted,Lake Superior,47.1,-88.4,2024-07-01,1.578,11.03,6.411,0.487,0.259,8.34,94.95,Good,Predicted
predicted,Lake Superior,47.1,-88.1,2024-07-01,1.569,11.165,5.182,0.322,0.17,8.404,94.97,Good,Predicted
predicted,Lake Superior,47.1,-87.8,2024-07-01,1.568,11.152,5.059,0.34,0.187,8.374,94.97,Good,Predicted
predicted,Lake Superior,47.1,-87.5,2024-07-01,1.566,11.146,5.11,0.339,0.186,8.387,94.97,Good,Predicted
predicted,Lake Superior,47.1,-87.2,2024-07-01,1.564,11.078,4.954,0.319,0.165,8.343,94.97,Good,Predicted
predicted,Lake Superior,47.1,-86.9,2024-07-01,1.569,10.996,5.072,0.336,0.149,8.355,94.97,Good,Predicted
predicted,Lake Superior,47.1,-86.6,2024-07-01,1.559,11.008,4.197,0.31,0.142,8.306,94.97,Good,Predicted
predicted,Lake Superior,47.1,-86.3,2024-07-01,1.565,10.906,5.189,0.33,0.141,8.292,94.97,Good,Predicted
predicted,Lake Superior,47.1,-86.0,2024-07-01,1.563,10.848,5.776,0.425,0.14,8.317,94.96,Good,Predicted
predicted,Lake Superior,47.1,-85.7,2024-07-01,1.564,10.716,6.713,0.429,0.144,8.247,94.96,Good,Predicted
predicted,Lake Superior,47.1,-85.4,2024-07-01,1.565,10.616,7.903,0.508,0.161,8.2,94.95,Good,Predicted
predicted,Lake Superior,47.1,-85.1,2024-07-01,1.565,10.617,7.951,0.512,0.161,8.198,94.95,Good,Predicted
predicted,Lake Superior,47.1,-84.8,2024-07-01,1.561,10.71,8.198,0.551,0.177,8.132,94.94,Good,Predicted
predicted,Lake Superior,47.4,-92.0,2024-07-01,1.713,10.967,6.4,0.658,0.612,8.291,94.93,Good,Predicted
predicted,Lake Superior,47.4,-91.7,2024-07-01,1.708,10.974,6.338,0.646,0.595,8.291,94.94,Good,Predicted
predicted,Lake Superior,47.4,-91.4,2024-07-01,1.599,11.032,6.106,0.396,0.197,8.316,94.96,Good,Predicted
predicted,Lake Superior,47.4,-91.1,2024-07-01,1.573,11.142,5.661,0.339,0.149,8.27,94.97,Good,Predicted
predicted,Lake Superior,47.4,-90.8,2024-07-01,1.563,11.149,5.301,0.32,0.142,8.248,94.97,Good,Predicted
predicted,Lake Superior,47.4,-90.5,2024-07-01,1.562,11.149,5.307,0.32,0.142,8.245,94.97,Good,Predicted
predicted,Lake Superior,47.4,-90.2,2024-07-01,1.556,11.119,5.156,0.32,0.136,8.215,94.97,Good,Predicted
predicted,Lake Superior,47.4,-89.9,2024-07-01,1.551,11.107,5.113,0.3,0.138,8.198,94.97,Good,Predicted
predicted,Lake Superior,47.4,-89.6,2024-07-01,1.547,11.105,4.15,0.26,0.126,8.273,94.97,Good,Predicted
predicted,Lake Superior,47.4,-89.3,2024-07-01,1.547,11.105,4.161,0.26,0.126,8.278,94.97,Good,Predicted
predicted,Lake Superior,47.4,-89.0,2024-07-01,1.564,10.998,5.445,0.436,0.224,8.306,94.96,Good,Predicted
predicted,Lake Superior,47.4,-88.7,2024-07-01,1.563,11.089,5.847,0.454,0.223,8.343,94.95,Good,Predicted
predicted,Lake Superior,47.4,-88.4,2024-07-01,1.564,11.138,5.081,0.319,0.173,8.371,94.97,Good,Predicted
predicted,Lake Superior,47.4,-88.1,2024-07-01,1.568,11.123,5.078,0.34,0.182,8.401,94.97,Good,Predicted
predicted,Lake Superior,47.4,-87.8,2024-07-01,1.566,11.037,4.872,0.34,0.18,8.325,94.97,Good,Predicted
predicted,Lake Superior,47.4,-87.5,2024-07-01,1.558,11.094,4.102,0.321,0.161,8.354,94.97,Good,Predicted
predicted,Lake Superior,47.4,-87.2,2024-07-01,1.556,11.084,4.196,0.32,0.16,8.364,94.97,Good,Predicted
predicted,Lake Superior,47.4,-86.9,2024-07-01,1.556,11.083,4.191,0.319,0.159,8.362,94.97,Good,Predicted
predicted,Lake Superior,47.4,-86.6,2024-07-01,1.553,10.953,4.291,0.349,0.138,8.309,94.97,Good,Predicted
predicted,Lake Superior,47.4,-86.3,2024-07-01,1.553,10.953,4.307,0.351,0.138,8.307,94.96,Good,Predicted
predicted,Lake Superior,47.4,-86.0,2024-07-01,1.555,10.922,4.779,0.408,0.134,8.273,94.96,Good,Predicted
predicted,Lake Superior,47.4,-85.7,2024-07-01,1.551,10.855,5.933,0.449,0.14,8.258,94.96,Good,Predicted
predicted,Lake Superior,47.4,-85.4,2024-07-01,1.55,10.777,7.033,0.525,0.15,8.24,94.95,Good,Predicted
predicted,Lake Superior,47.4,-85.1,2024-07-01,1.55,10.77,7.118,0.528,0.15,8.237,94.95,Good,Predicted
predicted,Lake Superior,47.4,-84.8,2024-07-01,1.555,10.683,8.098,0.566,0.163,8.189,94.94,Good,Predicted
predicted,Lake Superior,47.7,-92.0,2024-07-01,1.707,10.974,6.312,0.643,0.591,8.292,94.94,Good,Predicted
predicted,Lake Superior,47.7,-91.7,2024-07-01,1.591,11.184,5.154,0.376,0.193,8.285,94.96,Good,Predicted
predicted,Lake Superior,47.7,-91.4,2024-07-01,1.572,11.15,5.589,0.337,0.148,8.269,94.97,Good,Predicted
predicted,Lake Superior,47.7,-91.1,2024-07-01,1.562,11.158,5.224,0.319,0.141,8.247,94.97,Good,Predicted
predicted,Lake Superior,47.7,-90.8,2024-07-01,1.562,11.16,5.225,0.319,0.141,8.244,94.97,Good,Predicted
predicted,Lake Superior,47.7,-90.5,2024-07-01,1.548,11.156,4.031,0.262,0.13,8.206,94.97,Good,Predicted
predicted,Lake Superior,47.7,-90.2,2024-07-01,1.548,11.154,4.027,0.261,0.13,8.205,94.97,Good,Predicted
predicted,Lake Superior,47.7,-89.9,2024-07-01,1.543,11.211,4.496,0.26,0.132,8.19,94.97,Good,Predicted
